object-id,filename,title,creator,publisher/publication,place,date,description,subject,page,vol-issue,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,note
1140755,https://catalog.sage.eou.edu/eg/opac/record/1140755,Freedom with reservation : the Menominee struggle to save their land and people,,,,1972,,Menominee Indians -- Government relations;Menominee Indians Government relations,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1140755,record,,eng,,,
1140756,https://catalog.sage.eou.edu/eg/opac/record/1140756,Contemporary authors cumulative index,,,,,,20th century -- 20th century;Literature -- History and criticism -- Indexes -- Authors -- Indexes;Literature 20th century History and criticism Indexes Authors 20th century Biography Indexes,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1140756,record,,,,,
1149324,https://catalog.sage.eou.edu/eg/opac/record/1149324,Reservation blues,"Alexie, Sherman 1966-",,,1995,,Indians of North America -- Spokane Indians;Indians of North America Washington (State) Fiction Spokane Indians Fiction Washington (State) Fiction;Washington (State) -- Washington (State),,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1149324,record,,eng,,,"{""0446672351 (pbk.)""}"
1152367,https://catalog.sage.eou.edu/eg/opac/record/1152367,The way west,"Guthrie, A. B., (Alfred Bertram) Jr 1901-1991",,,1949,,western fiction,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1152367,record,,eng,,,
1154975,https://catalog.sage.eou.edu/eg/opac/record/1154975,Lessons from the borderlands,"Husted, Bette Lynch.",,,2012,,"Husted, Bette Lynch;Husted, Bette Lynch Social classes Poor;Social classes -- Poor;oregon authors",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1154975,record,,eng,,,"{""9781935514855 (pbk. : alk. paper)"",1935514857}"
1159360,https://catalog.sage.eou.edu/eg/opac/record/1159360,Rez life : an Indian's journey through reservation life,"Treuer, David",,,2012,,"Indians of North America -- Indians of North America -- Indian reservations -- Indian reservations -- History -- Ojibwa Indians;Minnesota -- Wisconsin;Treuer, David;Treuer, David Indians of North America Minnesota Indians of North America Wisconsin Indian reservations Indian reservations History Ojibwa Indians Biography",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1159360,record,,eng,,,"{9780802119711,0802119719}"
1171292,https://catalog.sage.eou.edu/eg/opac/record/1171292,Indian dances of North America : their importance to Indian life,"Laubin, Reginald",,,1977,,Indian dance;Indian dance North America;North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1171292,record,,eng,,,
1171299,https://catalog.sage.eou.edu/eg/opac/record/1171299,The lance and the shield : the life and times of Sitting Bull,"Utley, Robert M. 1929-",,,1993,,19th century -- 19e siècle -- 19e siècle;Amérique du Nord -- Grandes Plaines -- Amérique du Nord -- Grandes Plaines;Dakota Indians -- Dakota Indians -- History -- Dakota (Indiens) -- Biographies -- Dakota (Indiens) -- Histoire -- Indiens -- Biographies -- Indiens -- Histoire -- Biographie;Sitting Bull;Sitting Bull 1831-1890;Sitting Bull 1831-1890 Dakota Indians Biography Dakota Indians History 19th century Sitting Bull 1834?-1890 Dakota (Indiens) Biographies Dakota (Indiens) Histoire 19e siècle Indiens Amérique du Nord Grandes Plaines Biographies Indiens Amérique du Nord Grandes Plaines Histoire 19e siècle Sitting Bull Biographie Sitting Bull 1834?-1890;Sitting Bull 1831-1890 Sitting Bull 1834?-1890 Sitting Bull Sitting Bull 1834?-1890;Sitting Bull 1834?-1890,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1171299,record,,eng,,,"{""9780805012743 (alk. paper)"",""0805012745 (alk. paper)""}"
1176179,https://catalog.sage.eou.edu/eg/opac/record/1176179,Open spaces : voices from the Northwest,,,,2011,,"American literature;Northwest, Pacific;Northwest, Pacific -- Northwest, Pacific;n-usp-- American literature Northwest, Pacific Northwest, Pacific Literary collections",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1176179,record,,eng,,,"{""0295991070 (pbk. : acid-free paper)"",""9780295991078 (pbk. : acid-free paper)""}"
1176500,https://catalog.sage.eou.edu/eg/opac/record/1176500,Indian legends from the northern Rockies,"Clark, Ella E. (Ella Elizabeth) 1896-1984",,,1988,,"Indians of North America -- Folklore;Indians of North America Northwest, Pacific Folklore;Northwest, Pacific",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1176500,record,,eng,,,"{""0806120878 (pbk.)""}"
1177580,https://catalog.sage.eou.edu/eg/opac/record/1177580,"Carving the North End wilderness, Flora","Beddow, F. Lorlene",,,1985,,Flora (Or.) -- Flora (Or.) -- Wallowa County (Or.) -- Wallowa County (Or.);Flora (Or.) History Flora (Or.) Biography Wallowa County (Or.) History Wallowa County (Or.) Biography;History -- History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1177580,record,,eng,,,"{""9780961598204 (pbk.)"",""0961598204 (pbk.)""}"
1219810,https://catalog.sage.eou.edu/eg/opac/record/1219810,Short nights of the Shadow Catcher : the epic life and immortal photographs of Edward Curtis,"Egan, Timothy",,,2012,,"Curtis, Edward S 1868-1952;Curtis, Edward S 1868-1952 Photographers United States Biography Indians of North America History Documentary photography United States History;Photographers -- Indians of North America -- History -- Documentary photography -- History;United States -- United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1219810,record,,eng,,,"{9780544102767,""9780618969029 (hardback)""}"
1227052,https://catalog.sage.eou.edu/eg/opac/record/1227052,Pedro Vial and the roads to Santa Fe,"Loomis, Noel M. 1905-1969",,,1967,,"Description and travel -- History -- Discovery and exploration;Southwest, New -- Southwest, New -- Southwest, New;Southwest, New Description and travel Southwest, New History Sources Southwest, New Discovery and exploration",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1227052,record,,eng,,,
1227519,https://catalog.sage.eou.edu/eg/opac/record/1227519,100 tricks every boy can do : how my brother disappeared,"Stafford, Kim Robert.",,,2012,,"20th century;Brothers -- Authors, American -- Suicide;Oregon;Stafford, Bret 1948-1988;Stafford, Kim Robert;Stafford, Kim Robert Stafford, Bret 1948-1988;Stafford, Kim Robert Stafford, Bret 1948-1988 Brothers Oregon Biography Authors, American 20th century Biography Suicide",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1227519,record,,eng,,,"{""1595341366 (pbk.)"",""9781595341365 (pbk.)""}"
1244542,https://catalog.sage.eou.edu/eg/opac/record/1244542,The papers of Lucullus Virgil McWhorter,"Ault, Nelson A.",,,1959,,Indians of North America -- History;Indians of North America History Sources,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1244542,record,,eng,,,
1245789,https://catalog.sage.eou.edu/eg/opac/record/1245789,Messages from Oregon,,,,2002,,History -- Description and travel;Oregon -- Oregon -- Oregon;Oregon Pictorial works Oregon History Pictorial works Oregon Description and travel,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1245789,record,,eng,,,
1251503,https://catalog.sage.eou.edu/eg/opac/record/1251503,The definitive journals of Lewis & Clark,,,,2002,,"Clark, William 1770-1838;Explorers -- Description and travel;Lewis and Clark Expedition (1804-1806);Lewis, Meriwether 1774-1809;Lewis, Meriwether 1774-1809 Clark, William 1770-1838 Lewis and Clark Expedition (1804-1806);Lewis, Meriwether 1774-1809 Diaries Clark, William 1770-1838 Diaries Lewis and Clark Expedition (1804-1806) Explorers West (U.S.) Diaries West (U.S.) Description and travel;West (U.S.) -- West (U.S.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1251503,record,,eng,,,"{""0803280335 (v. 13 : pbk. : alk. paper)"",""0803280327 (v. 12 : pbk. : alk. paper)"",""0803280238 (v. 11 : pbk. : alk. paper)"",""080328022X (v. 10 : pbk. : alk. paper)"",""0803280211 (v. 9 : pbk. : alk. paper)"",""0803280157 (v. 8 : pbk. : alk. paper)"",""0803280149 (v. 7 : pbk. : alk. paper)"",""0803280130 (v. 6 : pbk. : alk. paper)"",""0803280122 (v. 5 : pbk. : alk. paper)"",""0803280114 (v. 4 : pbk. : alk. paper)"",""0803280106 (v. 3 : pbk. : alk. paper)"",""0803280092 (v. 2 : pbk. : alk. paper)""}"
1251784,https://catalog.sage.eou.edu/eg/opac/record/1251784,Something for the birds,,,,1953,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1251784,record,,eng,,,
1257742,https://catalog.sage.eou.edu/eg/opac/record/1257742,"Be brave, Tah-hy! : the journey of Chief Joseph's daughter","Williams, Jack R.",,,2012,,"Family -- Indians of North America;Indians of North America;Joseph (Nez Percé chief) 1840-1904;Kap Kap Ponmi 1865-1901;Kap Kap Ponmi 1865-1901 Joseph (Nez Percé chief) 1840-1904;Kap Kap Ponmi 1865-1901 Juvenile fiction Joseph (Nez Percé chief) 1840-1904 Family Juvenile fiction Indians of North America Northwest, Pacific Fiction;Northwest, Pacific",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257742,record,,eng,,,"{""087422313X (alk. paper)"",""9780874223132 (alk. paper)""}"
1257816,https://catalog.sage.eou.edu/eg/opac/record/1257816,Tales of the South Pacific,"Michener, James A. (James Albert) 1907-1997",,,1947,,"Oceania -- Oceania;Oceania Fiction World War, 1939-1945 Oceania Fiction War stories, American;World War, 1939-1945 -- War stories, American",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257816,record,,eng,,,
1257817,https://catalog.sage.eou.edu/eg/opac/record/1257817,The Lessons of History,"McCullough, David G.",,,,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257817,record,,eng,,,
1257818,https://catalog.sage.eou.edu/eg/opac/record/1257818,fort kearny on the platte,"wilson, d ray",crossroads communications,,1980,,"Fort Kearny (Nebraska City, Neb.);History;n-us-nb Fort Kearny (Nebraska City, Neb.) History",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257818,record,,eng,,,
1257820,https://catalog.sage.eou.edu/eg/opac/record/1257820,the captive city,,bmetro goldwyn mayer,,1952,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257820,record,,eng,,,
1257821,https://catalog.sage.eou.edu/eg/opac/record/1257821,invasion of guam,"josephy, alvin m",publisher not identified,,1944,,,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1257821,record,,eng,,,
1258126,https://catalog.sage.eou.edu/eg/opac/record/1258126,Wild horse rider,"Steber, Rick 1946-",,,1984,,"Minor, Lew 1884-1978;Minor, Lew 1884-1978 Pendleton Round-Up;Minor, Lew 1884-1978 Pendleton Round-Up Rodeos Biography Cowboys Oregon Biography Oregon Biography;Oregon -- Oregon;Pendleton Round-Up;Rodeos -- Cowboys;oregon author",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1258126,record,,eng,,,"{9780892881031,0892881038,9780892881048,0892881046,9780945134961,0945134967}"
1277446,https://catalog.sage.eou.edu/eg/opac/record/1277446,1000 California place names : their origin and meaning,"Gudde, Erwin Gustav 1889-1969",,,1947,,"California;Names, Geographical;Names, Geographical California",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1277446,record,,eng,,,
1277448,https://catalog.sage.eou.edu/eg/opac/record/1277448,"The Great Columbia Plain : a historical geography, 1805-1910","Meinig, D. W. (Donald William) 1924-",,,1968,,Columbia River Valley,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1277448,record,,eng,,,
1278125,https://catalog.sage.eou.edu/eg/opac/record/1278125,The year without summer : 1816 and the volcano that darkened the world and changed history,"Klingaman, William K.",,,2013,,"19th century;Indonesia -- Sumbawa Island -- Tambora, Mount (Indonesia);Volcanoes -- History -- Weather -- Effect of volcanic eruptions on -- Eruption, 1815;Volcanoes Indonesia Sumbawa Island History 19th century Weather Effect of volcanic eruptions on Case studies Tambora, Mount (Indonesia) Eruption, 1815",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1278125,record,,eng,,,"{031267645X,9780312676452}"
1281147,https://catalog.sage.eou.edu/eg/opac/record/1281147,In the wilderness : coming of age in unknown country,"Barnes, Kim 1958-",,,1997,,"20th century;Barnes, Kim;Barnes, Kim Barnes, Kim;Barnes, Kim Childhood and youth Women poets, American 20th century Family relationships Women poets, American Family relationships Idaho Barnes, Kim Homes and haunts Idaho Idaho Religious life and customs Idaho Social life and customs Wilderness areas Idaho Pentecostalism Idaho Families Idaho;Childhood and youth -- Women poets, American -- Family relationships -- Women poets, American -- Family relationships -- Homes and haunts -- Religious life and customs -- Social life and customs -- Wilderness areas -- Pentecostalism -- Families;Idaho -- Idaho -- Idaho -- Idaho -- Idaho -- Idaho -- Idaho",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1281147,record,,eng,,,"{""9780385478212 (pbk.)"",""0385478216 (pbk.) :""}"
1281288,https://catalog.sage.eou.edu/eg/opac/record/1281288,"history of natrona county, wyoming 1888 1922","mokler, alfred james",r r donnelley & sons company,,1923,,Casper (Wyo.);History;History -- History;Natrona County (Wyo.);Natrona County (Wyo.) -- Casper (Wyo.);Natrona County (Wyo.) History Casper (Wyo.) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1281288,record,,eng,,,
1281289,https://catalog.sage.eou.edu/eg/opac/record/1281289,"Telegrams of the North-West Campaign, 1885","Morton, Desmond",,,1972,,"Riel Rebellion, 1885 -- Sources;Riel Rebellion, 1885 Sources",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1281289,record,,eng,,,
1283130,https://catalog.sage.eou.edu/eg/opac/record/1283130,The artist was a young man : the life story of Peter Rindisbacher,"Josephy, Alvin M. 1915-2005",,,1970,,"Rindisbacher, Peter 1806-1834",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1283130,record,,eng,,,
1283773,https://catalog.sage.eou.edu/eg/opac/record/1283773,"Songs of power and prayer in the Columbia Plateau : the Jesuit, the medicine man, and the Indian hymn singer","Hamill, Chad","Corvallis : Oregon State University Press, c2012.",,2012,,Columbia Plateau -- Columbia Plateau;Jesuits;Spokane Indians -- Music -- History and criticism -- Spokane Indians -- Missions -- Spokane Indians -- Religion -- Spokane Indians -- Cultural assimilation -- Missions -- Indian Catholics -- History;Spokane Indians Music History and criticism Spokane Indians Missions Spokane Indians Religion Spokane Indians Cultural assimilation Jesuits Missions Columbia Plateau Indian Catholics Columbia Plateau History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1283773,record,,eng,,,"{""9780870716768 (e-book)"",""9780870716751 (pbk. : alk. paper)""}"
1302980,https://catalog.sage.eou.edu/eg/opac/record/1302980,Massacred for gold : the Chinese in Hells Canyon,"Nokes, R. Gregory",,,2009,,"19th century -- 19th century -- 19th century -- 19th century -- 19th century -- 19th century -- 19th century -- 19th century -- 19th century;Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Hells Canyon (Idaho and Or.) -- Snake River Valley (Wyo.-Wash.);Snake River Massacre, 1887 -- Chinese Americans -- Crimes against -- History -- Gold miners -- History -- Immigrants -- History -- Massacres -- History -- Murder -- History -- Racism -- History -- Race relations -- History -- History -- History;Snake River Massacre, 1887 Chinese Americans Crimes against Hells Canyon (Idaho and Or.) History 19th century Gold miners Hells Canyon (Idaho and Or.) History 19th century Immigrants Hells Canyon (Idaho and Or.) History 19th century Massacres Hells Canyon (Idaho and Or.) History 19th century Murder Hells Canyon (Idaho and Or.) History 19th century Racism Hells Canyon (Idaho and Or.) History 19th century Hells Canyon (Idaho and Or.) Race relations History 19th century Hells Canyon (Idaho and Or.) History 19th century Snake River Valley (Wyo.-Wash.) History 19th century;oregon author",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1302980,record,,eng,,,"{""9780870715709 (alk. paper)"",""0870715704 (alk. paper)""}"
1303072,https://catalog.sage.eou.edu/eg/opac/record/1303072,The Apache diaries : a father-son journey,"Goodwin, Grenville 1907-1940",,,2000,,"Goodwin, Grenville 1907-1940;Goodwin, Grenville 1907-1940 Diaries Western Apache Indians History Western Apache Indians Social life and customs;Western Apache Indians -- History -- Western Apache Indians -- Social life and customs",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303072,record,,eng,,,"{""0803221754 (cloth : alk. paper)""}"
1303095,https://catalog.sage.eou.edu/eg/opac/record/1303095,Papago woman,"Underhill, Ruth 1883-1984",,,1979,,Tohono O'odham women,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303095,record,,eng,,,{0030451213}
1303102,https://catalog.sage.eou.edu/eg/opac/record/1303102,Art of the first Americans : from the collection of the Cincinnati Art Museum,Cincinnati Art Museum,,,1976,,Cincinnati Art Museum.;Indian art -- Indian art;Indian art North America Cincinnati Art Museum. Indian art North America Catalogs;North America -- North America,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303102,record,,eng,,,
1303110,https://catalog.sage.eou.edu/eg/opac/record/1303110,George Catlin and his Indian Gallery,"Catlin, George 1796-1872",,,2002,,"Catlin, George 1796-1872;Catlin, George 1796-1872 Exhibitions Renwick Gallery Exhibitions Indians in art Exhibitions Painting Washington (D.C.) Exhibitions West (U.S.) In art In art;Catlin, George 1796-1872 Renwick Gallery;Indians in art -- Painting;Renwick Gallery;Washington (D.C.) -- West (U.S.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303110,record,,eng,,,"{0393052176,""0937311545 (pbk.)""}"
1303115,https://catalog.sage.eou.edu/eg/opac/record/1303115,Sentimental journey : the art of Alfred Jacob Miller,"Strong, Lisa Maria 1966-",,,2008,,"Indians in art -- Fur trade in art;Miller, Alfred Jacob 1810-1874;Miller, Alfred Jacob 1810-1874 Exhibitions Stewart, William Drummond Sir 1795 or 1796-1871 Exhibitions West (U.S.) In art In art Indians in art Exhibitions Fur trade in art Exhibitions;Miller, Alfred Jacob 1810-1874 Stewart, William Drummond Sir 1795 or 1796-1871;Stewart, William Drummond Sir 1795 or 1796-1871;West (U.S.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303115,record,,eng,,,"{""0883601052 (alk. paper)"",""9780883601051 (alk. paper)""}"
1303117,https://catalog.sage.eou.edu/eg/opac/record/1303117,"Native Americans : a portrait : the art and travels of Charles Bird King, George Catlin, and Karl Bodmer","Moore, Robert J. (Robert John) 1956-",,,1997,,"Bodmer, Karl 1809-1893;Catlin, George 1796-1872;Indians of North America -- Description and travel;King, Charles Bird 1785-1862;King, Charles Bird 1785-1862 Catlin, George 1796-1872 Bodmer, Karl 1809-1893;King, Charles Bird 1785-1862 Catlin, George 1796-1872 Bodmer, Karl 1809-1893 Indians of North America Pictorial works United States Description and travel;United States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303117,record,,eng,,,{1556706162}
1303184,https://catalog.sage.eou.edu/eg/opac/record/1303184,"A catalogue of manuscripts in the collection of western Americana founded by William Robertson Coe, Yale University Library",Yale University Library.,,,1952,,History -- History -- Manuscripts;West (U.S.) -- United States;West (U.S.) History Sources History Manuscripts United States Catalogs,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303184,record,,eng,,,
1303220,https://catalog.sage.eou.edu/eg/opac/record/1303220,"Black Hills, white sky : photographs from the collection of the Arvada Center Foundation, inc",Arvada Center Foundation,,,1978,,Black Hills (S.D. and Wyo.) -- Black Hills (S.D. and Wyo.);Black Hills (S.D. and Wyo.) History Pictorial works Frontier and pioneer life Black Hills (S.D. and Wyo.) Pictorial works;History -- Frontier and pioneer life,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303220,record,,eng,,,{0812907892}
1303306,https://catalog.sage.eou.edu/eg/opac/record/1303306,"The journals of Jonathan Carver and related documents, 1766-1770","Carver, Jonathan 1710-1780",,,1976,,"Carver, Jonathan 1710-1780;Carver, Jonathan 1710-1780 Goddard, James Stanley -1795;Description and travel -- Description and travel -- Dakota language;Goddard, James Stanley -1795;Mississippi River Valley -- Northwestern States;Mississippi River Valley Description and travel Early works to 1800 Northwestern States Description and travel Early works to 1800 Carver, Jonathan 1710-1780 Goddard, James Stanley -1795 Dakota language Dictionaries",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303306,record,,eng,,,{0873510992}
1303548,https://catalog.sage.eou.edu/eg/opac/record/1303548,West by east : the American West in the gilded age,"Gressley, Gene M. 1931-",,,1972,,1890-1945;History -- Civilization;West (U.S.) -- West (U.S.);West (U.S.) History 1890-1945 West (U.S.) Civilization,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303548,record,,eng,,,
1303550,https://catalog.sage.eou.edu/eg/opac/record/1303550,People of light and dark,Canada Department of Indian Affairs and Northern Development,,,1966,,Canada -- Canada;Eskimos -- Indians of North America;Eskimos Canada Indians of North America Canada,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303550,record,,eng,,,
1303551,https://catalog.sage.eou.edu/eg/opac/record/1303551,"John Prince, 1796-1870, a collection of documents","Prince, John 1796-1870",,,1980,,"Ontario -- Ontario;Ontario Politics and government Prince, John 1796-1870 Statesmen Ontario Biography;Politics and government -- Statesmen;Prince, John 1796-1870",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303551,record,,eng,,,{0802023789}
1303554,https://catalog.sage.eou.edu/eg/opac/record/1303554,"Joseph N. Nicollet on the plains and prairies : the expeditions of 1838-39, with journals, letters, and notes on the Dakota Indians","Nicollet, J. N. (Joseph Nicolas) 1786-1843",,,1976,,"Discovery and exploration;Nicollet, J. N. (Joseph Nicolas) 1786-1843;Nicollet, J. N. (Joseph Nicolas) 1786-1843 Northwestern States Discovery and exploration;Northwestern States",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303554,record,,eng,,,{0873510984}
1303656,https://catalog.sage.eou.edu/eg/opac/record/1303656,"The Denver and Rio Grande project, 1870-1901 : a history of the first thirty years of the Denver and Rio Grande Railroad","Wilson, O. Meredith 1909-1998",,,1981,,Denver and Rio Grande Railroad Company;Denver and Rio Grande Railroad Company History;History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303656,record,,eng,,,"{""0935704086 (pbk.) :"",""0935704078 :""}"
1303658,https://catalog.sage.eou.edu/eg/opac/record/1303658,Watt Matthews of Lambshead,"Wilson, Laura 1939-",,,1989,,"Lambshead Ranch (Tex.) -- Lambshead Ranch (Tex.) -- Texas -- Texas -- Texas -- Texas -- Texas -- Throckmorton County -- Texas -- Throckmorton County;Matthews family;Matthews, Watt;Matthews, Watt Lambshead Ranch (Tex.) Biography Lambshead Ranch (Tex.) Pictorial works Ranch life Texas Texas History Ranch life Texas Texas History Ranchers Texas Throckmorton County Biography Ranchers Texas Throckmorton County Pictorial works Matthews family Reynolds family;Matthews, Watt Matthews family Reynolds family;Ranch life -- History -- Ranch life -- History -- Ranchers -- Ranchers;Reynolds family",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1303658,record,,eng,,,{0876110901}
1304331,https://catalog.sage.eou.edu/eg/opac/record/1304331,Three years in the Klondike,"Lynch, Jeremiah 1849-1917",,,1967,,Gold discoveries;Klondike River Valley (Yukon);Klondike River Valley (Yukon) Gold discoveries,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304331,record,,eng,,,
1304333,https://catalog.sage.eou.edu/eg/opac/record/1304333,Cow-boys and colonels : narrative of a journey across the prairie and over the Black Hills of Dakota,"Mandat-Grancey, E. (Edmond) baron de 1842-1911",,,1963,,Black Hills (S.D. and Wyo.) -- Rocky Mountains -- South Dakota;Black Hills (S.D. and Wyo.) Description and travel Rocky Mountains Frontier and pioneer life South Dakota;Description and travel -- Frontier and pioneer life,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304333,record,,eng,,,
1304334,https://catalog.sage.eou.edu/eg/opac/record/1304334,Prime fathers,"Manfred, Frederick Feikema 1912-1994",,,1988,,"20th century;Authors, American;Humphrey, Hubert H. (Hubert Horatio) 1911-1978;Lewis, Sinclair 1885-1951;Manfred, Frederick Feikema 1912-1994;Manfred, Frederick Feikema 1912-1994 Authors, American 20th century Biography Humphrey, Hubert H. (Hubert Horatio) 1911-1978 Lewis, Sinclair 1885-1951 Minnesota Biography;Manfred, Frederick Feikema 1912-1994 Humphrey, Hubert H. (Hubert Horatio) 1911-1978 Lewis, Sinclair 1885-1951;Minnesota",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304334,record,,eng,,,"{""093570437X (pbk.) :"",""0935704361 :""}"
1304336,https://catalog.sage.eou.edu/eg/opac/record/1304336,Lambshead legacy : the ranch diary of Watt R. Matthews,"Matthews, Watt.",,,1997,,"Matthews, Watt;Matthews, Watt Diaries Ranchers Texas Brazos River Valley Diaries Ranch life Texas Texas Lambshead Ranch (Tex.) Biography Brazos River Valley (Tex.) Biography;Ranchers -- Ranch life;Texas -- Brazos River Valley -- Texas -- Texas -- Lambshead Ranch (Tex.) -- Brazos River Valley (Tex.)",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304336,record,,eng,,,"{""0890967385 (alk. paper)""}"
1304342,https://catalog.sage.eou.edu/eg/opac/record/1304342,Saynday's people : the Kiowa Indians and the stories they told,"Marriott, Alice 1910-1992",,,1963,,Great Plains;Kiowa Indians -- Indians of North America;Kiowa Indians Folklore Indians of North America Great Plains,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304342,record,,eng,,,
1304344,https://catalog.sage.eou.edu/eg/opac/record/1304344,"Messenger of destiny : the California adventures, 1846-1847","Marti, Werner H.",,,1960,,"1846-1850;California;Gillespie, Archibald H 1812-1873;Gillespie, Archibald H 1812-1873 Mexican War, 1846-1848 Campaigns California History 1846-1850;Mexican War, 1846-1848 -- Campaigns -- History",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304344,record,,eng,,,
1304365,https://catalog.sage.eou.edu/eg/opac/record/1304365,"Steamboats on the Colorado River, 1852-1916","Lingenfelter, Richard E.",,,1978,,Colorado River (Colo.-Mexico);Colorado River (Colo.-Mexico) -- Colorado River (Colo.-Mexico) -- Colorado River (Colo.-Mexico);History;Navigation;River steamers;Steam-navigation;Steam-navigation -- History -- Navigation -- History -- River steamers -- History;n-usp-- Steam-navigation Colorado River (Colo.-Mexico) History Colorado River (Colo.-Mexico) Navigation History River steamers Colorado River (Colo.-Mexico) History,,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304365,record,,eng,,,"{""0816505675 (pbk.)"",0816506507.}"
1304370,https://catalog.sage.eou.edu/eg/opac/record/1304370,My favorite war story,Look,,,1945,,"World War, 1939-1945 -- Journalists -- Journalists;World War, 1939-1945 Personal narratives, American Journalists Biography Journalists Correspondence",,,,,Josephy Library Catalog Records,https://catalog.sage.eou.edu/eg/opac/record/1304370,record,,eng,,,
